title;Latitud;Longitud;price;dimensions;bedrooms;bathrooms;year_built;parking;AreaBBQ;Gimnasio;Oficina;AreasVerdes;Terraza;Jacuzzi;Sauna;Piscina;Balcon;Chimenea;CocinaEquipada;PorteroElectrico;ArmarioEmpotrado;CocinaAmoblada;CuotaMantenimiento;ZonaNinos;CanchaTenis;SeguridadPrivada;CasetaVigilancia;SistemaAlarma;Amueblado;Piso;Bodega;Estado
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
